Model,frame,Prompt_Style,Sample_Size,ev_a,p_a,ev_b,p_b,y_a,y_b,x_a,x_b,ratio_a_False,ratio_a_True,n_valid_False,n_valid_True,average_first_option_rate,n_valid_total
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,20.0,3500.0,1.0,4250.0,0.85,0.0,0.0,3500.0,5000.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,0.6,0.15,0.84,0.12,0.0,0.0,4.0,7.0,1.0,0.4,10.0,10.0,0.8,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,0.88,0.22,0.56,0.08,0.0,0.0,4.0,7.0,0.0,0.7,10.0,10.0,0.15,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,0.96,0.24,0.77,0.11,0.0,0.0,4.0,7.0,0.6,0.0,10.0,10.0,0.8,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,29.0,0.29,32.64,0.34,0.0,0.0,100.0,96.0,0.6,0.0,10.0,10.0,0.8,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,33.0,0.33,32.64,0.34,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,37.0,0.37,37.44,0.39,0.0,0.0,100.0,96.0,0.0,0.7,10.0,10.0,0.15,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,39.0,0.39,30.72,0.32,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,3500.0,1.0,3600.0,0.72,0.0,0.0,3500.0,5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,3500.0,1.0,3650.0,0.73,0.0,0.0,3500.0,5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,math_reasoning_one,100.0,3500.0,1.0,3900.0,0.78,0.0,0.0,3500.0,5000.0,0.3,0.0,10.0,10.0,0.65,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,20.0,0.4,0.1,0.35,0.05,0.0,0.0,4.0,7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,20.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,0.5,0.3,20.0,20.0,0.6,40.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,20.0,1.6,0.4,0.35,0.05,0.0,0.0,4.0,7.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,20.0,30.0,0.3,28.8,0.3,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,20.0,35.0,0.35,33.6,0.35,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,20.0,35.0,0.35,38.4,0.4,0.0,0.0,100.0,96.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,20.0,40.0,0.4,33.6,0.35,0.0,0.0,100.0,96.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,20.0,3500.0,1.0,2750.0,0.55,0.0,0.0,3500.0,5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,20.0,3500.0,1.0,3500.0,0.7,0.0,0.0,3500.0,5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,20.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,20.0,3500.0,1.0,4250.0,0.85,0.0,0.0,3500.0,5000.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,0.6,0.15,0.84,0.12,0.0,0.0,4.0,7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,0.0,0.3,10.0,10.0,0.35,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,0.88,0.22,0.56,0.08,0.0,0.0,4.0,7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,0.96,0.24,0.77,0.11,0.0,0.0,4.0,7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,29.0,0.29,32.64,0.34,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,33.0,0.33,32.64,0.34,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,37.0,0.37,37.44,0.39,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,39.0,0.39,30.72,0.32,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,3500.0,1.0,3600.0,0.72,0.0,0.0,3500.0,5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,3500.0,1.0,3650.0,0.73,0.0,0.0,3500.0,5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,no_explanation,100.0,3500.0,1.0,3900.0,0.78,0.0,0.0,3500.0,5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,20.0,0.4,0.1,0.35,0.05,0.0,0.0,4.0,7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,20.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,0.5,0.1,20.0,20.0,0.7,40.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,20.0,1.6,0.4,0.35,0.05,0.0,0.0,4.0,7.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,20.0,30.0,0.3,28.8,0.3,0.0,0.0,100.0,96.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,20.0,35.0,0.35,33.6,0.35,0.0,0.0,100.0,96.0,0.6,0.6,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,20.0,35.0,0.35,38.4,0.4,0.0,0.0,100.0,96.0,0.6,1.0,10.0,10.0,0.3,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,20.0,40.0,0.4,33.6,0.35,0.0,0.0,100.0,96.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,20.0,3500.0,1.0,2750.0,0.55,0.0,0.0,3500.0,5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,20.0,3500.0,1.0,3500.0,0.7,0.0,0.0,3500.0,5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,20.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,20.0,3500.0,1.0,4250.0,0.85,0.0,0.0,3500.0,5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,0.6,0.15,0.84,0.12,0.0,0.0,4.0,7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,0.88,0.22,0.56,0.08,0.0,0.0,4.0,7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,0.96,0.24,0.77,0.11,0.0,0.0,4.0,7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,29.0,0.29,32.64,0.34,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,33.0,0.33,32.64,0.34,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,37.0,0.37,37.44,0.39,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,39.0,0.39,30.72,0.32,0.0,0.0,100.0,96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,3500.0,1.0,3600.0,0.72,0.0,0.0,3500.0,5000.0,0.4,0.0,10.0,10.0,0.7,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,3500.0,1.0,3650.0,0.73,0.0,0.0,3500.0,5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,gain,one_sentence_reasoning,100.0,3500.0,1.0,3900.0,0.78,0.0,0.0,3500.0,5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,20.0,-0.4,0.1,-0.35,0.05,0.0,0.0,-4.0,-7.0,1.0,0.3,10.0,10.0,0.85,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,20.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.8,1.0,20.0,20.0,0.4,40.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.7,1.0,10.0,10.0,0.35,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,20.0,-35.0,0.35,-38.4,0.4,0.0,0.0,-100.0,-96.0,0.7,1.0,10.0,10.0,0.35,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,20.0,-3500.0,1.0,-3500.0,0.7,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-0.6,0.15,-0.84,0.12,0.0,0.0,-4.0,-7.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,1.0,0.8,10.0,10.0,0.6,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-0.88,0.22,-0.56,0.08,0.0,0.0,-4.0,-7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-0.96,0.24,-0.77,0.11,0.0,0.0,-4.0,-7.0,0.4,1.0,10.0,10.0,0.2,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-29.0,0.29,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.0,0.6,10.0,10.0,0.2,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-33.0,0.33,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.0,0.6,10.0,10.0,0.2,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-37.0,0.37,-37.44,0.39,0.0,0.0,-100.0,-96.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-39.0,0.39,-30.72,0.32,0.0,0.0,-100.0,-96.0,0.5,0.3,10.0,10.0,0.6,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-3500.0,1.0,-3600.0,0.72,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-3500.0,1.0,-3650.0,0.73,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,math_reasoning_one,100.0,-3500.0,1.0,-3900.0,0.78,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,20.0,-0.4,0.1,-0.35,0.05,0.0,0.0,-4.0,-7.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,20.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.5,0.0,20.0,20.0,0.75,40.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,0.0,0.4,10.0,10.0,0.3,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,20.0,-35.0,0.35,-38.4,0.4,0.0,0.0,-100.0,-96.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,20.0,-3500.0,1.0,-3500.0,0.7,0.0,0.0,-3500.0,-5000.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-0.6,0.15,-0.84,0.12,0.0,0.0,-4.0,-7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-0.88,0.22,-0.56,0.08,0.0,0.0,-4.0,-7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-0.96,0.24,-0.77,0.11,0.0,0.0,-4.0,-7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-29.0,0.29,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-33.0,0.33,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-37.0,0.37,-37.44,0.39,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-39.0,0.39,-30.72,0.32,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-3500.0,1.0,-3600.0,0.72,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-3500.0,1.0,-3650.0,0.73,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,no_explanation,100.0,-3500.0,1.0,-3900.0,0.78,0.0,0.0,-3500.0,-5000.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,20.0,-0.4,0.1,-0.35,0.05,0.0,0.0,-4.0,-7.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,20.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.5,0.0,20.0,20.0,0.75,40.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,0.9,10.0,10.0,0.0499999999999999,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,20.0,-35.0,0.35,-38.4,0.4,0.0,0.0,-100.0,-96.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.6,1.0,10.0,10.0,0.3,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-3500.0,0.7,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-0.6,0.15,-0.84,0.12,0.0,0.0,-4.0,-7.0,0.6,0.0,10.0,10.0,0.8,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.4,0.0,10.0,10.0,0.7,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-0.88,0.22,-0.56,0.08,0.0,0.0,-4.0,-7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-0.96,0.24,-0.77,0.11,0.0,0.0,-4.0,-7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-29.0,0.29,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-33.0,0.33,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-37.0,0.37,-37.44,0.39,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-39.0,0.39,-30.72,0.32,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3600.0,0.72,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3650.0,0.73,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen2.5-7B-Instruct,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3900.0,0.78,0.0,0.0,-3500.0,-5000.0,1.0,0.8,10.0,10.0,0.6,20.0
Qwen/Qwen2.5-Math-7B-Instruct,gain,math_reasoning_one,20.0,0.4,0.1,0.35,0.05,0.0,0.0,4.0,7.0,0.75,0.1428571428571428,8.0,7.0,0.8035714285714286,15.0
Qwen/Qwen2.5-Math-7B-Instruct,gain,math_reasoning_one,20.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,0.7857142857142857,0.3333333333333333,14.0,15.0,0.7261904761904763,29.0
Qwen/Qwen2.5-Math-7B-Instruct,gain,math_reasoning_one,20.0,1.6,0.4,0.35,0.05,0.0,0.0,4.0,7.0,1.0,0.1428571428571428,7.0,7.0,0.9285714285714286,14.0
Qwen/Qwen2.5-Math-7B-Instruct,gain,math_reasoning_one,20.0,30.0,0.3,28.8,0.3,0.0,0.0,100.0,96.0,0.8571428571428571,0.5,7.0,8.0,0.6785714285714286,15.0
Qwen/Qwen2.5-Math-7B-Instruct,gain,math_reasoning_one,20.0,35.0,0.35,33.6,0.35,0.0,0.0,100.0,96.0,0.4,0.5,5.0,4.0,0.45,9.0
